,school,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,rank,gametime,Game String,US State,start_dt
605,michigan-state,2016-02-06,REG,Michigan,Big Ten,W,89,73,,20,4,W 4,Crisler Arena,10,2:00p,MICHIGAN,MICH.,2016-02-06 14:00:00
606,michigan-state,2016-02-09,REG,Purdue (18),Big Ten,L,81,82,OT,20,5,L 1,Mackey Arena,8,7:00p,PURDUE,IND.,2016-02-09 19:00:00
607,michigan-state,2016-02-14,REG,Indiana,Big Ten,W,88,69,,21,5,W 1,Breslin Events Center,8,1:00p,INDIANA,MICH.,2016-02-14 13:00:00
608,michigan-state,2016-02-18,REG,Wisconsin,Big Ten,W,69,57,,22,5,W 2,Breslin Events Center,8,9:00p,WISCONSIN,MICH.,2016-02-18 21:00:00
609,michigan-state,2016-02-23,REG,Ohio State,Big Ten,W,81,62,,23,5,W 3,Value City Arena,6,9:00p,OHIO STATE,OHIO,2016-02-23 21:00:00
610,michigan-state,2016-02-28,REG,Penn State,Big Ten,W,88,57,,24,5,W 4,Breslin Events Center,6,12:00p,PENN STATE,MICH.,2016-02-28 12:00:00
611,michigan-state,2016-03-02,REG,Rutgers,Big Ten,W,97,66,,25,5,W 5,Louis Brown Athletic Center,2,7:00p,RUTGERS,N.J.,2016-03-02 19:00:00
612,michigan-state,2016-03-05,REG,Ohio State,Big Ten,W,91,76,,26,5,W 6,Breslin Events Center,2,12:00p,OHIO STATE,MICH.,2016-03-05 12:00:00
613,michigan-state,2016-03-11,CTOURN,Ohio State,Big Ten,W,81,54,,27,5,W 7,Bankers Life Fieldhouse,2,6:30p,OHIO STATE,IND.,2016-03-11 18:30:00
614,michigan-state,2016-03-12,CTOURN,Maryland (18),Big Ten,W,64,61,,28,5,W 8,Bankers Life Fieldhouse,2,3:30p,MARYLAND,IND.,2016-03-12 15:30:00
615,michigan-state,2016-03-13,CTOURN,Purdue (13),Big Ten,W,66,62,,29,5,W 9,Bankers Life Fieldhouse,2,3:00p,PURDUE,IND.,2016-03-13 15:00:00
616,michigan-state,2016-03-18,NCAA,Middle Tennessee,CUSA,L,81,90,,29,6,L 1,Scottrade Center,,2:45p,MIDDLE TENNESSEE STATE,MO.,2016-03-18 14:45:00
617,michigan-state,2016-11-11,REG,Arizona (10),Pac-12,L,63,65,,0,1,L 1,Stan Sheriff Center,12,7:00p,ARIZONA,HAWAII,2016-11-11 19:00:00
618,michigan-state,2016-11-15,REG,Kentucky (2),SEC,L,48,69,,0,2,L 2,Madison Square Garden (IV),13,7:00p,KENTUCKY,N.Y.,2016-11-15 19:00:00
619,michigan-state,2016-11-18,REG,Mississippi Valley State,SWAC,W,100,53,,1,2,W 1,Breslin Events Center,13,7:00p,MISSISSIPPI VALLEY STATE,MICH.,2016-11-18 19:00:00
620,michigan-state,2016-11-20,REG,Florida Gulf Coast,A-Sun,W,78,77,,2,2,W 2,Breslin Events Center,13,7:00p,FLORIDA GULF COAST,MICH.,2016-11-20 19:00:00
621,michigan-state,2016-11-23,REG,St. John's (NY),Big East,W,73,62,,3,2,W 3,Imperial Arena at Atlantis Resort,24,7:00p,ST. JOHN'S,BAHAMAS,2016-11-23 19:00:00
622,michigan-state,2016-11-24,REG,Baylor (20),Big 12,L,58,73,,3,3,L 1,Imperial Arena at Atlantis Resort,24,12:00p,VS. BAYLOR,BAHAMAS,2016-11-24 12:00:00
623,michigan-state,2016-11-25,REG,Wichita State,MVC,W,77,72,,4,3,W 1,Imperial Arena at Atlantis Resort,24,1:00p,WICHITA STATE,BAHAMAS,2016-11-25 13:00:00
624,michigan-state,2016-11-29,REG,Duke (5),ACC,L,69,78,,4,4,L 1,Cameron Indoor Stadium,-,9:30p,DUKE,N.C.,2016-11-29 21:30:00
625,michigan-state,2016-12-03,REG,Oral Roberts,Summit,W,80,76,,5,4,W 1,Breslin Events Center,-,4:30p,ORAL ROBERTS,MICH.,2016-12-03 16:30:00
626,michigan-state,2016-12-06,REG,Youngstown State,Horizon,W,77,57,,6,4,W 2,Breslin Events Center,-,7:00p,YOUNGSTOWN STATE,MICH.,2016-12-06 19:00:00
627,michigan-state,2016-12-10,REG,Tennessee Tech,OVC,W,71,63,,7,4,W 3,Breslin Events Center,-,2:00p,TENNESSEE TECH,MICH.,2016-12-10 14:00:00
628,michigan-state,2016-12-18,REG,Northeastern,CAA,L,73,81,,7,5,L 1,Breslin Events Center,-,7:00p,NORTHEASTERN,MICH.,2016-12-18 19:00:00
629,michigan-state,2016-12-21,REG,Oakland,Horizon,W,77,65,,8,5,W 1,Breslin Events Center,-,7:00p,OAKLAND,MICH.,2016-12-21 19:00:00
630,michigan-state,2016-12-27,REG,Minnesota,Big Ten,W,75,74,OT,9,5,W 2,Williams Arena,-,9:00p,MINNESOTA,MINN.,2016-12-27 21:00:00
631,michigan-state,2016-12-30,REG,Northwestern,Big Ten,W,61,52,,10,5,W 3,Breslin Events Center,-,6:00p,NORTHWESTERN,MICH.,2016-12-30 18:00:00
632,michigan-state,2017-01-04,REG,Rutgers,Big Ten,W,93,65,,11,5,W 4,Breslin Events Center,-,6:30p,RUTGERS,MICH.,2017-01-04 18:30:00
633,michigan-state,2017-01-07,REG,Penn State,Big Ten,L,63,72,,11,6,L 1,The Palestra,-,1:00p,PENN STATE,PA.,2017-01-07 13:00:00
634,michigan-state,2017-01-11,REG,Minnesota (24),Big Ten,W,65,47,,12,6,W 1,Breslin Events Center,-,7:00p,MINNESOTA,MICH.,2017-01-11 19:00:00
635,michigan-state,2017-01-15,REG,Ohio State,Big Ten,L,67,72,,12,7,L 1,Value City Arena,-,1:30p,OHIO STATE,OHIO,2017-01-15 13:30:00
636,michigan-state,2017-01-21,REG,Indiana,Big Ten,L,75,82,,12,8,L 2,Assembly Hall,-,4:00p,INDIANA,IND.,2017-01-21 16:00:00
637,michigan-state,2017-01-24,REG,Purdue (20),Big Ten,L,73,84,,12,9,L 3,Breslin Events Center,-,7:00p,PURDUE,MICH.,2017-01-24 19:00:00
638,michigan-state,2017-01-29,REG,Michigan,Big Ten,W,70,62,,13,9,W 1,Breslin Events Center,-,1:00p,MICHIGAN,MICH.,2017-01-29 13:00:00
639,michigan-state,2017-02-02,REG,Nebraska,Big Ten,W,72,61,,14,9,W 2,Pinnacle Bank Arena,-,7:00p,NEBRASKA,NEB.,2017-02-02 19:00:00
640,michigan-state,2017-02-07,REG,Michigan,Big Ten,L,57,86,,14,10,L 1,Crisler Arena,-,9:00p,MICHIGAN,MICH.,2017-02-07 21:00:00
641,michigan-state,2017-02-11,REG,Iowa,Big Ten,W,77,66,,15,10,W 1,Breslin Events Center,-,6:00p,IOWA,MICH.,2017-02-11 18:00:00
642,michigan-state,2017-02-14,REG,Ohio State,Big Ten,W,74,66,,16,10,W 2,Breslin Events Center,-,9:00p,OHIO STATE,MICH.,2017-02-14 21:00:00
643,michigan-state,2017-02-18,REG,Purdue (16),Big Ten,L,63,80,,16,11,L 1,Mackey Arena,-,4:00p,PURDUE,IND.,2017-02-18 16:00:00
644,michigan-state,2017-02-23,REG,Nebraska,Big Ten,W,88,72,,17,11,W 1,Breslin Events Center,-,7:00p,NEBRASKA,MICH.,2017-02-23 19:00:00
645,michigan-state,2017-02-26,REG,Wisconsin (16),Big Ten,W,84,74,,18,11,W 2,Breslin Events Center,-,4:00p,WISCONSIN,MICH.,2017-02-26 16:00:00
646,michigan-state,2017-03-01,REG,Illinois,Big Ten,L,70,73,,18,12,L 1,State Farm Center,-,9:00p,ILLINOIS,ILL.,2017-03-01 21:00:00
647,michigan-state,2017-03-04,REG,Maryland,Big Ten,L,60,63,,18,13,L 2,Xfinity Center,-,2:00p,MARYLAND,MD.,2017-03-04 14:00:00
648,michigan-state,2017-03-09,CTOURN,Penn State,Big Ten,W,78,51,,19,13,W 1,Verizon Center,-,2:25p,PENN STATE,D.C.,2017-03-09 14:30:00
649,michigan-state,2017-03-10,CTOURN,Minnesota,Big Ten,L,58,63,,19,14,L 1,Verizon Center,-,2:45p,MINNESOTA,D.C.,2017-03-10 14:30:00
650,michigan-state,2017-03-17,NCAA,Miami (FL),ACC,W,78,58,,20,14,W 1,BOK Center,,9:20p,MIAMI,OKLA.,2017-03-17 21:20:00
651,michigan-state,2017-03-19,NCAA,Kansas (3),Big 12,L,70,90,,20,15,L 1,BOK Center,,5:15p,KANSAS,OKLA.,2017-03-19 17:15:00
652,michigan-state,2017-11-10,REG,North Florida,A-Sun,W,98,66,,1,0,W 1,Breslin Events Center,2,8:00p,NORTH FLORIDA,MICH.,2017-11-10 20:00:00
653,michigan-state,2017-11-14,REG,Duke (1),ACC,L,81,88,,1,1,L 1,United Center,2,7:00p,DUKE (CHAMPIONS CLASSIC),ILL.,2017-11-14 19:00:00
654,michigan-state,2017-11-19,REG,Stony Brook,AEC,W,93,71,,2,1,W 1,Breslin Events Center,2,4:00p,STONY BROOK (PK80),MICH.,2017-11-19 16:00:00
655,michigan-state,2017-11-23,REG,DePaul,Big East,W,73,51,,3,1,W 2,Moda Center,4,11:30p,DEPAUL (PK80),ORE.,2017-11-23 23:30:00
656,michigan-state,2017-11-25,REG,Connecticut,AAC,W,77,57,,4,1,W 3,Memorial Coliseum,4,12:00a,UCONN (PK80),ORE.,2017-11-25 00:00:00
657,michigan-state,2017-11-26,REG,North Carolina (9),ACC,W,63,45,,5,1,W 4,Moda Center,4,8:30p,NORTH CAROLINA (PK80),ORE.,2017-11-26 20:30:00
658,michigan-state,2017-11-30,REG,Notre Dame (5),ACC,W,81,63,,6,1,W 5,Breslin Events Center,3,7:00p,NOTRE DAME,MICH.,2017-11-30 19:00:00
659,michigan-state,2017-12-03,REG,Nebraska,Big Ten,W,86,57,,7,1,W 6,Breslin Events Center,3,4:30p,NEBRASKA,MICH.,2017-12-03 16:30:00
660,michigan-state,2017-12-05,REG,Rutgers,Big Ten,W,62,52,,8,1,W 7,Louis Brown Athletic Center,3,7:00p,RUTGERS,N.J.,2017-12-05 19:00:00
661,michigan-state,2017-12-09,REG,Southern Utah,Big Sky,W,88,63,,9,1,W 8,Breslin Events Center,3,6:00p,SOUTHERN UTAH,MICH.,2017-12-09 18:00:00
662,michigan-state,2017-12-16,REG,Oakland,Horizon,W,86,73,,10,1,W 9,Little Caesars Arena,2,2:00p,OAKLAND,MICH.,2017-12-16 14:30:00
663,michigan-state,2017-12-18,REG,Houston Baptist,Southland,W,107,62,,11,1,W 10,Breslin Events Center,2,6:00p,HOUSTON BAPTIST,MICH.,2017-12-18 18:00:00
664,michigan-state,2017-12-21,REG,Long Beach State,Big West,W,102,60,,12,1,W 11,Breslin Events Center,2,7:00p,LONG BEACH STATE,MICH.,2017-12-21 19:00:00
665,michigan-state,2017-12-29,REG,Cleveland State,Horizon,W,111,61,,13,1,W 12,Breslin Events Center,2,6:00p,CLEVELAND STATE,MICH.,2017-12-29 18:00:00
666,michigan-state,2017-12-31,REG,Savannah State,MEAC,W,108,52,,14,1,W 13,Breslin Events Center,2,12:00p,SAVANNAH STATE,MICH.,2017-12-31 12:00:00
667,michigan-state,2018-01-04,REG,Maryland,Big Ten,W,91,61,,15,1,W 14,Breslin Events Center,1,8:00p,MARYLAND,MICH.,2018-01-04 20:00:00
668,michigan-state,2018-01-07,REG,Ohio State,Big Ten,L,64,80,,15,2,L 1,Value City Arena,1,4:30p,OHIO STATE,OHIO,2018-01-07 16:30:00
669,michigan-state,2018-01-10,REG,Rutgers,Big Ten,W,76,72,OT,16,2,W 1,Breslin Events Center,4,7:00p,RUTGERS,MICH.,2018-01-10 19:00:00
670,michigan-state,2018-01-13,REG,Michigan,Big Ten,L,72,82,,16,3,L 1,Breslin Events Center,4,12:00p,MICHIGAN,MICH.,2018-01-13 12:00:00
671,michigan-state,2018-01-19,REG,Indiana,Big Ten,W,85,57,,17,3,W 1,Breslin Events Center,9,7:00p,INDIANA,MICH.,2018-01-19 19:00:00
672,michigan-state,2018-01-22,REG,Illinois,Big Ten,W,87,74,,18,3,W 2,State Farm Center,6,9:00p,ILLINOIS,ILL.,2018-01-22 21:00:00
673,michigan-state,2018-01-26,REG,Wisconsin,Big Ten,W,76,61,,19,3,W 3,Breslin Events Center,6,8:00p,WISCONSIN,MICH.,2018-01-26 20:00:00
674,michigan-state,2018-01-28,REG,Maryland,Big Ten,W,74,68,,20,3,W 4,Xfinity Center,6,1:00p,MARYLAND,MD.,2018-01-28 13:00:00
675,michigan-state,2018-01-31,REG,Penn State,Big Ten,W,76,68,,21,3,W 5,Breslin Events Center,5,6:30p,PENN STATE,MICH.,2018-01-31 18:30:00
676,michigan-state,2018-02-03,REG,Indiana,Big Ten,W,63,60,,22,3,W 6,Assembly Hall,5,8:15p,INDIANA,IND.,2018-02-03 20:20:00
677,michigan-state,2018-02-06,REG,Iowa,Big Ten,W,96,93,,23,3,W 7,Carver-Hawkeye Arena,4,9:00p,IOWA,IOWA,2018-02-06 21:00:00
678,michigan-state,2018-02-10,REG,Purdue (3),Big Ten,W,68,65,,24,3,W 8,Breslin Events Center,4,4:00p,PURDUE,MICH.,2018-02-10 16:00:00
679,michigan-state,2018-02-13,REG,Minnesota,Big Ten,W,87,57,,25,3,W 9,Williams Arena,2,9:00p,MINNESOTA,MINN.,2018-02-13 21:00:00
680,michigan-state,2018-02-17,REG,Northwestern,Big Ten,W,65,60,,26,3,W 10,Allstate Arena,2,2:00p,NORTHWESTERN,ILL.,2018-02-17 14:00:00
681,michigan-state,2018-02-20,REG,Illinois,Big Ten,W,81,61,,27,3,W 11,Breslin Events Center,2,7:00p,ILLINOIS,MICH.,2018-02-20 19:00:00
682,michigan-state,2018-02-25,REG,Wisconsin,Big Ten,W,68,63,,28,3,W 12,Kohl Center,2,1:00p,WISCONSIN,WIS.,2018-02-25 13:00:00
683,michigan-state,2018-03-02,CTOURN,Wisconsin,Big Ten,W,63,60,,29,3,W 13,Madison Square Garden (IV),2,12:00p,WISCONSIN,"NEW YORK, N.Y.",2018-03-02 12:00:00
684,michigan-state,2018-03-03,CTOURN,Michigan (15),Big Ten,L,64,75,,29,4,L 1,Madison Square Garden (IV),2,2:00p,MICHIGAN,"NEW YORK, N.Y.",2018-03-03 14:00:00
685,michigan-state,2018-03-16,NCAA,Bucknell,Patriot,W,82,78,,30,4,W 1,Little Caesars Arena,,7:10p,BUCKNELL,MICH. (LITTLE CAESARS ARENA),2018-03-16 19:10:00
686,michigan-state,2018-03-18,NCAA,Syracuse,ACC,L,53,55,,30,5,L 1,Little Caesars Arena,,2:40p,SYRACUSE,MICH. (LITTLE CAESARS ARENA),2018-03-18 14:40:00
687,michigan-state,2018-11-06,REG,Kansas (1),Big 12,L,87,92,,0,1,L 1,Bankers Life Fieldhouse,10,7:00p,#1 KANSAS,IND.,2018-11-06 19:00:00
688,michigan-state,2018-11-11,REG,Florida Gulf Coast,A-Sun,W,106,82,,1,1,W 1,Breslin Events Center,10,6:00p,FLORIDA GULF COAST,MICH. BRESLIN CENTER,2018-11-11 18:00:00
689,michigan-state,2018-11-14,REG,Louisiana-Monroe,Sun Belt,W,80,59,,2,1,W 2,Breslin Events Center,11,7:00p,LOUISIANA MONROE,MICH. BRESLIN CENTER,2018-11-14 19:00:00
690,michigan-state,2018-11-18,REG,Tennessee Tech,OVC,W,101,33,,3,1,W 3,Breslin Events Center,11,6:00p,TENNESSEE TECH,MICH. BRESLIN CENTER,2018-11-18 18:00:00
691,michigan-state,2018-11-22,REG,UCLA (17),Pac-12,W,87,67,,4,1,W 4,Orleans Arena,11,10:00p,#17 UCLA,NEV.,2018-11-22 22:00:00
692,michigan-state,2018-11-23,REG,Texas,Big 12,W,78,68,,5,1,W 5,Orleans Arena,11,6:30p,TEXAS,NEV.,2018-11-23 18:30:00
693,michigan-state,2018-11-27,REG,Louisville,ACC,L,78,82,OT,5,2,L 1,KFC Yum! Center,9,7:30p,LOUISVILLE,KY.,2018-11-27 19:30:00
694,michigan-state,2018-11-30,REG,Rutgers,Big Ten,W,78,67,,6,2,W 1,Louis Brown Athletic Center,9,6:00p,RUTGERS,N.J.,2018-11-30 18:00:00
695,michigan-state,2018-12-03,REG,Iowa (18),Big Ten,W,90,68,,7,2,W 2,Breslin Events Center,10,6:30p,#18 IOWA,MICH. BRESLIN CENTER,2018-12-03 18:30:00
696,michigan-state,2018-12-08,REG,Florida,SEC,W,63,59,,8,2,W 3,Stephen C. O'Connell Center,10,12:00p,FLORIDA,FLA.,2018-12-08 12:00:00
697,michigan-state,2018-12-16,REG,Green Bay,Horizon,W,104,83,,9,2,W 4,Breslin Events Center,9,5:00p,GREEN BAY,MICH. BRESLIN CENTER,2018-12-16 17:00:00
698,michigan-state,2018-12-21,REG,Oakland,Horizon,W,99,69,,10,2,W 5,Breslin Events Center,10,7:00p,OAKLAND,MICH. BRESLIN CENTER,2018-12-21 19:00:00
699,michigan-state,2018-12-29,REG,Northern Illinois,MAC,W,88,60,,11,2,W 6,Breslin Events Center,8,2:00p,NORTHERN ILLINOIS,MICH. BRESLIN CENTER,2018-12-29 14:00:00
700,michigan-state,2019-01-02,REG,Northwestern,Big Ten,W,81,55,,12,2,W 7,Breslin Events Center,8,8:30p,NORTHWESTERN,MICH. BRESLIN CENTER,2019-01-02 20:30:00
701,michigan-state,2019-01-05,REG,Ohio State (14),Big Ten,W,86,77,,13,2,W 8,Value City Arena,8,12:00p,#14 OHIO STATE,OHIO,2019-01-05 12:00:00
702,michigan-state,2019-01-08,REG,Purdue,Big Ten,W,77,59,,14,2,W 9,Breslin Events Center,6,9:00p,PURDUE,MICH. BRESLIN CENTER,2019-01-08 21:00:00
703,michigan-state,2019-01-13,REG,Penn State,Big Ten,W,71,56,,15,2,W 10,Bryce Jordan Center,6,4:30p,PENN STATE,PA.,2019-01-13 16:30:00
704,michigan-state,2019-01-17,REG,Nebraska,Big Ten,W,70,64,,16,2,W 11,Pinnacle Bank Arena,6,8:00p,NEBRASKA,NEB.,2019-01-17 20:00:00
705,michigan-state,2019-01-21,REG,Maryland (13),Big Ten,W,69,55,,17,2,W 12,Breslin Events Center,6,6:30p,#13 MARYLAND,MICH. BRESLIN CENTER,2019-01-21 18:30:00
706,michigan-state,2019-01-24,REG,Iowa (19),Big Ten,W,82,67,,18,2,W 13,Carver-Hawkeye Arena,6,7:00p,#19 IOWA,IOWA,2019-01-24 19:00:00
707,michigan-state,2019-01-27,REG,Purdue,Big Ten,L,63,73,,18,3,L 1,Mackey Arena,6,1:00p,PURDUE,IND.,2019-01-27 13:00:00
708,michigan-state,2019-02-02,REG,Indiana,Big Ten,L,75,79,OT,18,4,L 2,Breslin Events Center,6,6:00p,INDIANA,MICH. BRESLIN CENTER,2019-02-02 18:00:00
709,michigan-state,2019-02-05,REG,Illinois,Big Ten,L,74,79,,18,5,L 3,State Farm Center,9,7:00p,ILLINOIS,ILL.,2019-02-05 19:00:00
710,michigan-state,2019-02-09,REG,Minnesota,Big Ten,W,79,55,,19,5,W 1,Breslin Events Center,9,2:00p,MINNESOTA,MICH. BRESLIN CENTER,2019-02-09 14:00:00
711,michigan-state,2019-02-12,REG,Wisconsin (20),Big Ten,W,67,59,,20,5,W 2,Kohl Center,11,7:00p,#20 WISCONSIN,WIS.,2019-02-12 19:00:00
712,michigan-state,2019-02-17,REG,Ohio State,Big Ten,W,62,44,,21,5,W 3,Breslin Events Center,11,1:00p,OHIO STATE,MICH. BRESLIN CENTER,2019-02-17 13:00:00
713,michigan-state,2019-02-20,REG,Rutgers,Big Ten,W,71,60,,22,5,W 4,Breslin Events Center,10,6:30p,RUTGERS,MICH. BRESLIN CENTER,2019-02-20 18:30:00
714,michigan-state,2019-02-24,REG,Michigan (7),Big Ten,W,77,70,,23,5,W 5,Crisler Arena,10,3:45p,#7 MICHIGAN,MICH.,2019-02-24 15:45:00
715,michigan-state,2019-03-02,REG,Indiana,Big Ten,L,62,63,,23,6,L 1,Assembly Hall,6,12:00p,INDIANA,IND.,2019-03-02 12:00:00
716,michigan-state,2019-03-05,REG,Nebraska,Big Ten,W,91,76,,24,6,W 1,Breslin Events Center,9,7:00p,NEBRASKA,MICH. BRESLIN CENTER,2019-03-05 19:00:00
717,michigan-state,2019-03-09,REG,Michigan (7),Big Ten,W,75,63,,25,6,W 2,Breslin Events Center,9,8:00p,#7 MICHIGAN,MICH. BRESLIN CENTER,2019-03-09 20:00:00
718,michigan-state,2019-03-15,CTOURN,Ohio State,Big Ten,W,77,70,,26,6,W 3,United Center,6,12:30p,OHIO STATE,ILL. / UNITED CENTER,2019-03-15 12:30:00
719,michigan-state,2019-03-16,CTOURN,Wisconsin (19),Big Ten,W,67,55,,27,6,W 4,United Center,6,1:00p,#19 WISCONSIN,ILL. / UNITED CENTER,2019-03-16 13:00:00
720,michigan-state,2019-03-17,CTOURN,Michigan (10),Big Ten,W,65,60,,28,6,W 5,United Center,6,3:30p,#10 MICHIGAN,ILL. / UNITED CENTER,2019-03-17 15:30:00
721,michigan-state,2019-03-21,NCAA,Bradley,MVC,W,76,65,,29,6,W 6,Wells Fargo Arena,,2:45p,BRADLEY,IOWA / WELLS FARGO ARENA,2019-03-21 14:45:00
722,michigan-state,2019-03-23,NCAA,Minnesota,Big Ten,W,70,50,,30,6,W 7,Wells Fargo Arena,,7:45p,MINNESOTA,IOWA / WELLS FARGO ARENA,2019-03-23 19:45:00
723,michigan-state,2019-03-29,NCAA,Louisiana State (12),SEC,W,80,63,,31,6,W 8,Capital One Arena,,7:09p,#12 LSU,D.C. / CAPITAL ONE ARENA,2019-03-29 19:00:00
724,michigan-state,2019-03-31,NCAA,Duke (1),ACC,W,68,67,,32,6,W 9,Capital One Arena,,5:05p,#1 DUKE,D.C. / CAPITAL ONE ARENA,2019-03-31 17:05:00
725,michigan-state,2019-04-06,NCAA,Texas Tech (9),Big 12,L,51,61,,32,7,L 1,U.S. Bank Stadium,,8:49p,#9 TEXAS TECH,MINN. / U.S. BANK STADIUM,2019-04-06 20:49:00
